Date,^DJI,MMM,AXP,T,BA,CAT,CVX,CSCO,KO,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,DIS
2015-04-01,17840.51953125,136.26182556152344,71.44271087646484,25.93756103515625,125.1768798828125,73.38861846923828,90.34803009033203,24.578041076660156,34.443992614746094,71.53640747070312,22.588483810424805,181.6636199951172,95.40428161621094,137.56060791015625,28.37480354309082,86.52792358398438,54.56684875488281,84.26197052001953,51.159603118896484,43.857940673828125,46.180904388427734,28.29846954345703,67.9910659790039,90.03316497802734,101.1522216796875,102.87800598144531,39.8282470703125,63.69239807128906,68.98175048828125,101.3284912109375
2015-05-01,18010.6796875,138.60562133789062,73.53663635253906,26.234519958496094,122.71424102783203,72.66819763183594,83.79117584228516,24.987241744995117,34.7836799621582,69.75965881347656,22.746967315673828,190.69964599609375,99.36384582519531,136.24351501464844,30.0398006439209,87.34784698486328,57.1176872253418,83.72088623046875,52.30201721191406,42.2529411315918,47.50315856933594,28.982379913330078,67.57243347167969,90.04207611083984,104.19346618652344,111.0140380859375,39.479339599609375,66.22852325439453,65.6408920288086,102.86631774902344
2015-06-01,17619.509765625,135.2909698486328,71.69178771972656,26.97887420654297,121.91864013671875,72.24235534667969,79.26097869873047,23.41008949279785,33.31454086303711,68.68553161621094,22.163070678710938,193.7065887451172,99.105224609375,132.63250732421875,26.709775924682617,85.63011932373047,58.83695602416992,83.69136047363281,48.900535583496094,40.06809997558594,50.74639892578125,28.196250915527344,67.44313049316406,86.0706787109375,99.18544006347656,112.66710662841797,37.21949005126953,64.86644744873047,63.0846061706543,106.38001251220703
2015-07-01,17689.859375,132.6956024169922,70.42303466796875,26.38643455505371,126.70853424072266,66.9702377319336,72.6963119506836,24.228511810302734,35.17338180541992,65.39163208007812,21.96367835998535,190.2553253173828,104.92115783691406,132.08621215820312,25.419063568115234,88.04631042480469,59.505550384521484,87.9080810546875,51.02944564819336,42.38233947753906,54.128875732421875,30.32379913330078,66.11564636230469,95.07832336425781,89.68982696533203,112.5878677368164,37.36323165893555,72.77793884277344,64.01848602294922,111.84160614013672
2015-08-01,16528.029296875,124.62901306152344,71.03411865234375,25.737199783325195,114.8524169921875,65.03568267822266,66.54241943359375,22.233144760131836,33.666446685791016,62.114200592041016,21.888282775878906,174.97508239746094,104.4101333618164,120.58909606933594,25.059070587158203,82.57252502441406,56.022708892822266,85.68087005615234,46.60677719116211,39.496337890625,52.498714447021484,27.969205856323242,61.416500091552734,90.84942626953125,81.91092681884766,107.30160522460938,37.17307662963867,68.87532043457031,57.57038497924805,95.50577545166016
2015-09-01,16284.7001953125,125.1696548461914,68.63607025146484,25.07529640197754,115.8239974975586,56.182029724121094,65.62541961669922,22.551006317138672,34.351409912109375,61.953758239746094,21.223146438598633,161.7628936767578,103.5405044555664,119.1894302368164,26.68377113342285,82.64643096923828,53.2871208190918,87.50141906738281,42.746681213378906,40.43280792236328,57.769718170166016,26.619903564453125,62.52021789550781,89.17399597167969,80.0881118774414,107.58911895751953,35.15323257446289,67.40135192871094,58.061988830566406,95.80575561523438
2015-10-01,17663.5390625,138.80177307128906,67.83055114746094,25.79107666015625,130.9665069580078,62.7406120300293,75.60900115966797,24.78462791442871,36.57493209838867,68.94490051269531,24.563358306884766,174.55426025390625,111.41165924072266,115.16902923583984,29.977188110351562,89.44583129882812,56.153804779052734,99.68572235107422,47.715110778808594,48.08817672729492,61.86917495727539,28.66237449645996,66.37883758544922,101.77897644042969,88.5657958984375,109.703125,37.8759765625,75.0645523071289,51.25645446777344,106.62374877929688
2015-11-01,17719.919921875,138.24554443359375,66.58167266845703,26.28510093688965,128.64910888671875,63.14625549316406,75.97505950927734,23.598886489868164,36.80811309814453,68.04498291015625,25.429704666137695,176.90025329589844,120.6388931274414,114.62641143798828,30.782825469970703,89.63175964355469,58.69810104370117,101.38194274902344,46.27474594116211,49.65031433105469,62.45940017700195,27.772502899169922,65.62496185302734,103.29363250732422,86.44187927246094,104.9808120727539,37.19762420654297,76.44816589355469,52.6891975402832,106.37065124511719
2015-12-01,17425.029296875,133.87490844726562,64.63924407958984,26.86279296875,128.67916870117188,59.069766998291016,75.75765991210938,23.52094078063965,37.38628387451172,65.51976013183594,26.45742416381836,168.36074829101562,119.17012023925781,114.20785522460938,30.714378356933594,91.61245727539062,58.12590026855469,105.73905181884766,46.10889434814453,51.024227142333984,59.02195739746094,27.578041076660156,69.63227081298828,101.7519302368164,87.01868438720703,109.57271575927734,37.82782745361328,75.17037963867188,54.89204406738281,98.50556182861328
2016-01-01,16466.30078125,134.19485473632812,49.722496032714844,28.150903701782227,106.9107666015625,54.0980339050293,72.81864166259766,20.60247802734375,37.35147476196289,65.43570709228516,24.9085750579834,150.92030334472656,113.82362365722656,103.56050872802734,27.656314849853516,93.14647674560547,52.3775749206543,110.78704071044922,44.61430740356445,50.66554260253906,58.843814849853516,26.048776626586914,71.63153839111328,97.02581024169922,79.42822265625,107.7260971069336,40.896942138671875,72.20426940917969,59.92083740234375,90.4007339477539
2016-02-01,16516.5,139.41156005859375,51.88170623779297,29.25161361694336,105.17536926269531,60.35679626464844,70.26699829101562,22.848913192749023,37.53422927856445,67.36894989013672,24.94280433654785,139.68251037597656,112.33927154541016,108.73896026611328,26.38137435913086,93.83318328857422,49.89309310913086,104.8887939453125,44.20928192138672,46.79366683959961,58.44527053833008,25.34821891784668,71.01746368408203,97.46090698242188,87.5168685913086,111.4117431640625,42.02962112426758,70.168701171875,59.90277099609375,90.11769104003906
2016-03-01,17685.08984375,149.1553192138672,57.31444549560547,31.009078979492188,114.01679992675781,68.23795318603516,81.35782623291016,24.847537994384766,40.371280670166016,70.8980941772461,27.4377384185791,147.27903747558594,120.76559448242188,126.96891021728516,29.095947265625,97.19921875,52.480804443359375,113.33978271484375,46.58659362792969,51.158992767333984,58.33138656616211,25.57716941833496,72.8041763305664,105.7911148071289,91.3449935913086,120.57913208007812,44.80509567260742,74.43199157714844,61.844154357910156,93.69335174560547
2016-04-01,17773.640625,149.82662963867188,61.07628631591797,30.732004165649414,121.07661437988281,69.28994750976562,87.1398696899414,23.99223518371582,39.29160690307617,74.97776794433594,26.540122985839844,153.9684600830078,121.84830474853516,122.34953308105469,27.23417091369629,100.68474578857422,56.00789260864258,114.07024383544922,48.708370208740234,46.1940803527832,56.07476043701172,28.22635841369629,70.86710357666016,100.17168426513672,95.24153900146484,123.6880111694336,42.20360565185547,75.17161560058594,60.82835388183594,97.4199447631836
2016-05-01,17787.19921875,150.6680145263672,61.681522369384766,31.3775634765625,113.30724334716797,65.27537536621094,86.13356018066406,25.58560562133789,39.11619567871094,75.50363159179688,26.091318130493164,149.62457275390625,120.23750305175781,128.8887176513672,28.412395477294922,101.23273468017578,58.27056121826172,110.07521057128906,49.969608306884766,49.093379974365234,52.535606384277344,29.94359016418457,72.26759338378906,104.0363540649414,91.78302764892578,125.5572509765625,42.61560821533203,76.82611083984375,64.38508605957031,93.60843658447266
2016-06-01,17929.990234375,157.7987060546875,56.99161148071289,34.631526947021484,117.60001373291016,68.24613952636719,90.3448486328125,25.268539428710938,39.756439208984375,80.1751708984375,27.170181274414062,139.9695281982422,116.80767059326172,129.70635986328125,29.755508422851562,109.74532318115234,55.47621536254883,108.52409362792969,51.16866683959961,47.72978210449219,52.51658248901367,30.655773162841797,75.50464630126953,108.50260925292969,94.20207977294922,132.63023376464844,46.7515869140625,72.3116455078125,66.90901947021484,92.28761291503906
2016-07-01,18432.240234375,160.7182159423828,60.76649856567383,34.69564437866211,121.03193664550781,74.5027084350586,88.31957244873047,26.88911247253418,38.55891036987305,76.07831573486328,27.088550567626953,149.60671997070312,126.45856475830078,137.26075744628906,31.624298095703125,113.30095672607422,57.109981536865234,106.87808990478516,52.52657699584961,52.86933517456055,52.95624923706055,32.11846923828125,76.32505798339844,106.55528259277344,98.88691711425781,135.12135314941406,46.39157485961914,76.09444427490234,66.86321258544922,90.52336883544922
